Energy (eV),Wavelength (nm),e1,e2,n,k
2.227019,556.798035,16.44379,0.196033,4.055166,0.024171
2.22068,558.387451,16.403236,0.193793,4.050161,0.023924
2.214378,559.976746,16.363525,0.19159,4.045255,0.023681
2.208111,561.56604,16.324194,0.189403,4.040389,0.023439
2.20188,563.155212,16.285503,0.187244,4.035597,0.023199
2.195684,564.744385,16.24744,0.185112,4.030877,0.022962
2.189523,566.333496,16.209721,0.182995,4.026194,0.022726
2.183396,567.922546,16.172798,0.180914,4.021605,0.022493
2.177305,569.511536,16.136255,0.178851,4.017057,0.022261
2.171247,571.100464,16.100187,0.176808,4.012564,0.022032
2.165223,572.689331,16.06477,0.174796,4.008147,0.021805
2.159232,574.278198,16.029625,0.172797,4.00376,0.021579
2.153275,575.866943,15.995185,0.17083,3.999455,0.021357
2.147351,577.455688,15.961098,0.16888,3.99519,0.021135
2.14146,579.044312,15.927445,0.166951,3.990975,0.020916
2.135601,580.632874,15.894367,0.165049,3.986828,0.020699
2.129774,582.221375,15.861508,0.163157,3.982704,0.020483
2.123979,583.809875,15.829359,0.161301,3.978664,0.020271
2.118216,585.398315,15.797438,0.159456,3.97465,0.020059
2.112484,586.986633,15.76602,0.157635,3.970694,0.01985
2.106784,588.57489,15.735003,0.155834,3.966786,0.019642
2.101114,590.163147,15.704294,0.154049,3.962912,0.019436
2.095475,591.751343,15.67414,0.152292,3.959105,0.019233
2.089866,593.339417,15.644139,0.150543,3.955313,0.01903
2.084288,594.927429,15.614788,0.148827,3.9516,0.018831
2.078739,596.515442,15.585588,0.147119,3.947903,0.018633
2.07322,598.103394,15.5569,0.145437,3.944267,0.018437
2.067731,599.691223,15.52848,0.14377,3.940661,0.018242
2.062271,601.278992,15.500436,0.142122,3.937101,0.018049
2.056839,602.866699,15.472754,0.140494,3.933583,0.017858
2.051437,604.454407,15.445329,0.138879,3.930094,0.017669
2.046063,606.041931,15.418357,0.137289,3.926661,0.017482
2.040717,607.629517,15.391548,0.135707,3.923244,0.017295
2.0354,609.216919,15.365257,0.134154,3.919892,0.017112
2.03011,610.804321,15.339046,0.132605,3.916546,0.016929
2.024848,612.391663,15.313408,0.131087,3.913271,0.016749
2.019613,613.978943,15.287823,0.129572,3.91,0.016569
2.014406,615.566101,15.262764,0.128087,3.906793,0.016393
